0.0645025 0.0241877
0.0645019 0.0241868
0.0645013 0.0241858
0.0645006 0.0241849
0.0645 0.0241839
0.0644994 0.024183
0.0644988 0.024182
0.0644982 0.0241811
0.0644976 0.0241802
0.064497 0.0241792
0.0644964 0.0241783
0.0644958 0.0241773
0.0644952 0.0241764
0.0644946 0.0241754
0.064494 0.0241745
0.0644934 0.0241736
0.0644928 0.0241726
0.0644922 0.0241717
0.0644916 0.0241707
0.064491 0.0241698
0.0644904 0.0241689
0.0644898 0.0241679
0.0644891 0.024167
0.0644885 0.024166
0.0644879 0.0241651
0.0644873 0.0241641
0.0644867 0.0241632
0.0644861 0.0241623
0.0644855 0.0241613
0.0644849 0.0241604
0.0644843 0.0241594
0.0644837 0.0241585
0.0644831 0.0241575
0.0644825 0.0241566
0.0644819 0.0241557
0.0644813 0.0241547
0.0644807 0.0241538
0.0644801 0.0241528
0.0644795 0.0241519
0.0644789 0.024151
0.0644783 0.02415
0.0644777 0.0241491
0.064477 0.0241481
0.0644764 0.0241472
0.0644758 0.0241462
0.0644752 0.0241453
0.0644746 0.0241444
0.064474 0.0241434
0.0644734 0.0241425
0.0644728 0.0241415
0.0644722 0.0241406
0.0644716 0.0241397
0.064471 0.0241387
0.0644704 0.0241378
0.0644698 0.0241368
0.0644692 0.0241359
0.0644686 0.0241349
0.064468 0.024134
0.0644674 0.0241331
0.0644668 0.0241321
0.0644662 0.0241312
0.0644656 0.0241302
0.0644649 0.0241293
0.0644643 0.0241284
0.0644637 0.0241274
0.0644631 0.0241265
0.0644625 0.0241255
0.0644619 0.0241246
0.0644613 0.0241237
0.0644607 0.0241227
0.0644601 0.0241218
0.0644595 0.0241208
0.0644589 0.0241199
0.0644583 0.024119
0.0644577 0.024118
0.0644571 0.0241171
0.0644565 0.0241161
0.0644559 0.0241152
0.0644553 0.0241143
0.0644547 0.0241133
0.0644541 0.0241124
0.0644535 0.0241114
0.0644528 0.0241105
0.0644522 0.0241096
0.0644516 0.0241086
0.064451 0.0241077
0.0644504 0.0241067
0.0644498 0.0241058
0.0644492 0.0241049
0.0644486 0.0241039
0.064448 0.024103
0.0644474 0.024102
0.0644468 0.0241011
0.0644462 0.0241002
0.0644456 0.0240992
0.064445 0.0240983
0.0644444 0.0240973
0.0644438 0.0240964
0.0644432 0.0240955
0.0644426 0.0240945
0.064442 0.0240936
0.0644414 0.0240926
0.0644408 0.0240917
0.0644401 0.0240908
0.0644395 0.0240898
0.0644389 0.0240889
0.0644383 0.0240879
0.0644377 0.024087
0.0644371 0.0240861
0.0644365 0.0240851
0.0644359 0.0240842
0.0644353 0.0240832
0.0644347 0.0240823
0.0644341 0.0240814
0.0644335 0.0240804
0.0644329 0.0240795
0.0644323 0.0240786
0.0644317 0.0240776
0.0644311 0.0240767
0.0644305 0.0240757
0.0644299 0.0240748
0.0644293 0.0240739
0.0644287 0.0240729
0.0644281 0.024072
